uri,code,name
https://edmo.seadatanet.org/report/1237,1237,"Institute of Hydroengineering, Polish Academy of Sciences, Department of Wave Mechanics and Structural Dynamics"
https://edmo.seadatanet.org/report/1238,1238,"Institute of Hydroengineering, Polish Academy of Science, Department of Coastal Engineering and Dynamics"
https://edmo.seadatanet.org/report/1239,1239,"Institute of Hydroengineering, Polish Academy of Sciences, Department of Hydrodynamics of Rivers and Water Reservoirs"
https://edmo.seadatanet.org/report/1240,1240,"Maritime Institute in Gdansk, Department of Environment Protection"
https://edmo.seadatanet.org/report/1241,1241,"Maritime Institute in Gdansk, Department of Operational Oceanography"
https://edmo.seadatanet.org/report/1242,1242,Maritime Office in Gdynia
https://edmo.seadatanet.org/report/1243,1243,Maritime Office in Szczecin
https://edmo.seadatanet.org/report/1244,1244,Maritime Office in Slupsk
https://edmo.seadatanet.org/report/1245,1245,"Medical University of Gdansk, Interfaculty Institute of Maritime and Tropical Medicine"
https://edmo.seadatanet.org/report/1246,1246,Voivodship Sanitary and Epidemiological Station in Gdansk
https://edmo.seadatanet.org/report/1247,1247,Regional Inspectorate of Environmental Protection in Gdansk
https://edmo.seadatanet.org/report/1249,1249,Regional Inspectorate of Environmental Protection in Olsztyn
https://edmo.seadatanet.org/report/125,125,"Telespazio s.p.a., Earth Observation Division"
https://edmo.seadatanet.org/report/1255,1255,"Gdansk University of Technology, Faculty of Chemistry"
https://edmo.seadatanet.org/report/1256,1256,"Gdansk University of Technology, Faculty of Ocean Engineering and Ship Technology"
https://edmo.seadatanet.org/report/1257,1257,"Gdansk University of Technology, Faculty of Civil and Environmental Engineering"
https://edmo.seadatanet.org/report/1258,1258,"University of Szczecin, Institute of Marine Science"
https://edmo.seadatanet.org/report/1259,1259,West Pomeranian University of Technology in Szczecin
https://edmo.seadatanet.org/report/1265,1265,"Scientific, Research Firm ""GAMMA"""
https://edmo.seadatanet.org/report/127,127,"CNR, National Research Council, Institute of Marine Science (Trieste)"
https://edmo.seadatanet.org/report/130,130,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' (Sezione di Pescara)
https://edmo.seadatanet.org/report/131,131,"University of Trieste, Department of Biology"
https://edmo.seadatanet.org/report/1324,1324,"Senckenberg by the Sea, Wilhelmshaven"
https://edmo.seadatanet.org/report/1326,1326,"Institute of Biochemistry and Food Chemistry, University Hamburg"
https://edmo.seadatanet.org/report/1327,1327,"Lower Saxony Water Management, Coastal Defense and Nature Conservation Agency"
https://edmo.seadatanet.org/report/1329,1329,Weser River Management Bureau
https://edmo.seadatanet.org/report/1330,1330,AVISO
https://edmo.seadatanet.org/report/1331,1331,"Centre National d'Etudes Spatiales, Toulouse Spatial Center"
https://edmo.seadatanet.org/report/1332,1332,"University of Gothenburg, Department of Marine Ecology"
https://edmo.seadatanet.org/report/1333,1333,The Centre for Reproductive Biology in Uppsala
https://edmo.seadatanet.org/report/1334,1334,"University of Gothenburg, Faculty of Science"
https://edmo.seadatanet.org/report/1335,1335,"Institute For Marine And Coastal Research, University Of Dubrovnik"
https://edmo.seadatanet.org/report/1336,1336,"University of Leeds, School of Earth and Environment"
https://edmo.seadatanet.org/report/1338,1338,Italian Hydrographic Institute
https://edmo.seadatanet.org/report/134,134,"CNR, Institute of Marine Sciences S.S. of Lerici (SP)"
https://edmo.seadatanet.org/report/1340,1340,"Wageningen Marine Research, IJmuiden"
https://edmo.seadatanet.org/report/1341,1341,University of Limerick
https://edmo.seadatanet.org/report/1343,1343,Maynooth University
https://edmo.seadatanet.org/report/1344,1344,"South East Technological University, Carlow"
https://edmo.seadatanet.org/report/1345,1345,CINTAL
https://edmo.seadatanet.org/report/1346,1346,National Institute of Fisheries
https://edmo.seadatanet.org/report/1347,1347,"Laboratory of Space Technology, Helsinki University of Technology"
https://edmo.seadatanet.org/report/1348,1348,"Zoological Museum, Natural History Museum, University of Copenhagen"
https://edmo.seadatanet.org/report/1349,1349,Norwegian Polar Institute
https://edmo.seadatanet.org/report/135,135,ENEA Centro Ricerche Casaccia (Roma)
https://edmo.seadatanet.org/report/1350,1350,"Norwegian College of Fishery and Science, University of Tromsø"
https://edmo.seadatanet.org/report/1351,1351,Institute of Marine Research
https://edmo.seadatanet.org/report/1352,1352,"Georgian National Museum, Institute of Palaeobiology"
https://edmo.seadatanet.org/report/1353,1353,Swedish Environmental Protection Agency
https://edmo.seadatanet.org/report/1354,1354,The Swedish Board of Fisheries
https://edmo.seadatanet.org/report/1355,1355,Netherlands Organisation for Scientific Research
https://edmo.seadatanet.org/report/1356,1356,Senter NOVEM
https://edmo.seadatanet.org/report/1357,1357,NoordzeeWind BV
https://edmo.seadatanet.org/report/136,136,ENEA Centro Ricerche Ambiente Marino (La Spezia)
https://edmo.seadatanet.org/report/1360,1360,Hydrographic Office of the Polish Navy
https://edmo.seadatanet.org/report/1362,1362,"Hydrographic Institute, Hydrographic Surveying Vessel Task Group"
https://edmo.seadatanet.org/report/1363,1363,French Polar Institute Paul-Emile Victor
https://edmo.seadatanet.org/report/1364,1364,"MAPA, General Secretariat of Maritime Fishing "
https://edmo.seadatanet.org/report/1365,1365,German Research Foundation 
https://edmo.seadatanet.org/report/1366,1366,"PtJ, Research Centre Juelich GmbH"
https://edmo.seadatanet.org/report/1367,1367,National Research Council
https://edmo.seadatanet.org/report/1368,1368,Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research
https://edmo.seadatanet.org/report/137,137,"Universita' di Firenze, Laboratorio di Ecologia, Dipartimento di Biologia Vegetale"
https://edmo.seadatanet.org/report/1371,1371,Isle of Man Government Laboratory
https://edmo.seadatanet.org/report/1374,1374,"Welsh Assembly Government, Department for Sustainability and Rural Development"
https://edmo.seadatanet.org/report/1375,1375,"Joint Nature Conservation Committee, Aberdeen Office"
https://edmo.seadatanet.org/report/1379,1379,Shetland Oil Terminal Environmental Advisory Group
https://edmo.seadatanet.org/report/138,138,"University of Genova, Laboratory of Marine Geology and Sedimentology,  Dpt for the Study of the Territory and Resources"
https://edmo.seadatanet.org/report/1380,1380,Woods Hole Oceanographic Institution: Department of Physical Oceanography
https://edmo.seadatanet.org/report/1381,1381,National Science Foundation 
https://edmo.seadatanet.org/report/1382,1382,"Rosenstiel School of Marine and Atmospheric Science , University of Miami"
https://edmo.seadatanet.org/report/1383,1383,Bermuda Institute of Ocean Sciences 
https://edmo.seadatanet.org/report/1384,1384,"Lamont-Doherty Earth Observatory, Columbia University"
https://edmo.seadatanet.org/report/1385,1385,Agri-Food and Biosciences Institute
https://edmo.seadatanet.org/report/1386,1386,British Trust for Ornithology
https://edmo.seadatanet.org/report/1387,1387,Wildfowl and Wetlands Trust
https://edmo.seadatanet.org/report/1388,1388,"Department of Enterprise, Trade and Employment"
https://edmo.seadatanet.org/report/1389,1389,"School of Ocean and Earth Science and Technology, University of Hawai'i at Manoa"
https://edmo.seadatanet.org/report/139,139,"University of Genova, Meteorological Observatory, Department for the study of the Territory and Resources"
https://edmo.seadatanet.org/report/1390,1390,Scripps Institution of Oceanography
https://edmo.seadatanet.org/report/1391,1391,Royal Institute and Observatory of Navy
https://edmo.seadatanet.org/report/1392,1392,"Barcelona University., Department of Stratigraphy, Paleontology and Marine Geosciences"
https://edmo.seadatanet.org/report/1393,1393,"CSIC, Centre for Advanced Studies of Blanes"
https://edmo.seadatanet.org/report/1394,1394,University of Cadiz. Faculty of Marine and Environmental Science
https://edmo.seadatanet.org/report/1395,1395,Malaga University. Applied Physics departament II
https://edmo.seadatanet.org/report/1396,1396,"UGR-CSIC, Andalusian Earth Sciences Institute"
https://edmo.seadatanet.org/report/1398,1398,University of Las Palmas de Gran Canaria. Faculty of Marine Science. 
https://edmo.seadatanet.org/report/1399,1399,Oviedo University. Institute of Natural Resources and Territory Organization
https://edmo.seadatanet.org/report/1400,1400,"IEO-CSIC, Gijon Oceanographic Centre"
https://edmo.seadatanet.org/report/1401,1401,"IEO-CSIC, Santander Oceanographic Centre"
https://edmo.seadatanet.org/report/1402,1402,"IEO-CSIC, Santander Experimental Aquaculture Facilities"
https://edmo.seadatanet.org/report/1403,1403,"IEO-CSIC, A Coruna Oceanographic Centre"
https://edmo.seadatanet.org/report/1404,1404,"IEO-CSIC, Vigo Oceanographic Centre"
https://edmo.seadatanet.org/report/1405,1405,"IEO-CSIC, Malaga Oceanographic Centre"
https://edmo.seadatanet.org/report/1406,1406,"IEO-CSIC, Cadiz Oceanographic Centre"
https://edmo.seadatanet.org/report/1407,1407,"IEO-CSIC,  Murcia Oceanographic Centre"
https://edmo.seadatanet.org/report/1408,1408,"IEO-CSIC, Murcia Experimental Aquaculture Facilities"
https://edmo.seadatanet.org/report/1409,1409,"IEO-CSIC, Balearic Islands Oceanographic Centre"
https://edmo.seadatanet.org/report/141,141,"Hellenic Centre for Marine Research, Institute of Marine Biology, Biotechnology & Aquaculture"
https://edmo.seadatanet.org/report/1410,1410,Akvaplan-NIVA AS
https://edmo.seadatanet.org/report/1411,1411,Bjerknes Centre for Climate Research
https://edmo.seadatanet.org/report/1413,1413,Nansen Environmental and Remote Sensing Center
https://edmo.seadatanet.org/report/1414,1414,National Institute of Nutrition and Seafood Research 
https://edmo.seadatanet.org/report/1415,1415,Geological Survey of Norway 
https://edmo.seadatanet.org/report/1416,1416,Norwegian Institute for Nature Research 
https://edmo.seadatanet.org/report/1417,1417,Norwegian Institute of Water Research 
https://edmo.seadatanet.org/report/1418,1418,Norwegian Radiation Protection Authority 
https://edmo.seadatanet.org/report/1419,1419,Norwegian University of Science and Technology 
https://edmo.seadatanet.org/report/142,142,"Hellenic Centre for Marine Research, Hydrobiological Station of Rhodos"
https://edmo.seadatanet.org/report/1420,1420,The University Centre in Svalbard 
https://edmo.seadatanet.org/report/1421,1421,Russian Fund of Information for Natural Resources and Environment
https://edmo.seadatanet.org/report/1422,1422,Scientific Research Center of Space Hydrometeorology 'Planeta'
https://edmo.seadatanet.org/report/1423,1423,Southern Federal University
https://edmo.seadatanet.org/report/1424,1424,Centre for Biological Studies of Chize
https://edmo.seadatanet.org/report/1425,1425,Laboratory of Glaciology and Geophysics of the Environment
https://edmo.seadatanet.org/report/1426,1426,Continental and Coastal Morphodynamics
